A_index,B_index,erreur
< cv2.DMatch 000001FB595E0670>,< cv2.DMatch 000001FB595E0690>,555
< cv2.DMatch 000001FB595E06B0>,< cv2.DMatch 000001FB595E06D0>,1032
< cv2.DMatch 000001FB595E06F0>,< cv2.DMatch 000001FB595E0710>,981
< cv2.DMatch 000001FB595E0730>,< cv2.DMatch 000001FB595E0750>,919
< cv2.DMatch 000001FB595E0770>,< cv2.DMatch 000001FB595E0790>,1770
< cv2.DMatch 000001FB595E07B0>,< cv2.DMatch 000001FB595E07D0>,3168
< cv2.DMatch 000001FB595E07F0>,< cv2.DMatch 000001FB595E0810>,840
< cv2.DMatch 000001FB595E0830>,< cv2.DMatch 000001FB595E0850>,1171
< cv2.DMatch 000001FB595E0870>,< cv2.DMatch 000001FB595E0890>,555
< cv2.DMatch 000001FB595E08B0>,< cv2.DMatch 000001FB595E08D0>,5
< cv2.DMatch 000001FB595E08F0>,< cv2.DMatch 000001FB595E0910>,754
< cv2.DMatch 000001FB595E0930>,< cv2.DMatch 000001FB595E0950>,846
< cv2.DMatch 000001FB595E0970>,< cv2.DMatch 000001FB595E0990>,1816
< cv2.DMatch 000001FB595E09B0>,< cv2.DMatch 000001FB595E09D0>,555
< cv2.DMatch 000001FB595E09F0>,< cv2.DMatch 000001FB595E0A10>,686
< cv2.DMatch 000001FB595E0A30>,< cv2.DMatch 000001FB595E0A50>,2152
< cv2.DMatch 000001FB595E0A70>,< cv2.DMatch 000001FB595E0A90>,1137
< cv2.DMatch 000001FB595E0AB0>,< cv2.DMatch 000001FB595E0AD0>,1502
< cv2.DMatch 000001FB595E0AF0>,< cv2.DMatch 000001FB595E0B10>,855
< cv2.DMatch 000001FB595E0B30>,< cv2.DMatch 000001FB595E0B50>,514
< cv2.DMatch 000001FB595E0B70>,< cv2.DMatch 000001FB595E0B90>,247
< cv2.DMatch 000001FB595E0BB0>,< cv2.DMatch 000001FB595E0BD0>,75
< cv2.DMatch 000001FB595E0BF0>,< cv2.DMatch 000001FB595E0C10>,2183
< cv2.DMatch 000001FB595E0C30>,< cv2.DMatch 000001FB595E0C50>,1590
< cv2.DMatch 000001FB595E0C70>,< cv2.DMatch 000001FB595E0C90>,1218
< cv2.DMatch 000001FB595E0CB0>,< cv2.DMatch 000001FB595E0CD0>,1662
< cv2.DMatch 000001FB595E0CF0>,< cv2.DMatch 000001FB595E0D10>,1243
< cv2.DMatch 000001FB595E0D30>,< cv2.DMatch 000001FB595E0D50>,1094
< cv2.DMatch 000001FB595E0D70>,< cv2.DMatch 000001FB595E0D90>,1662
< cv2.DMatch 000001FB595E0DB0>,< cv2.DMatch 000001FB595E0DD0>,1243
< cv2.DMatch 000001FB595E0DF0>,< cv2.DMatch 000001FB595E0E10>,18
< cv2.DMatch 000001FB595E0E30>,< cv2.DMatch 000001FB595E0E50>,865
< cv2.DMatch 000001FB595E0E70>,< cv2.DMatch 000001FB595E0E90>,904
< cv2.DMatch 000001FB595E0EB0>,< cv2.DMatch 000001FB595E0ED0>,772
< cv2.DMatch 000001FB595E0EF0>,< cv2.DMatch 000001FB595E0F10>,770
< cv2.DMatch 000001FB595E0F30>,< cv2.DMatch 000001FB595E0F50>,617
< cv2.DMatch 000001FB595E0F70>,< cv2.DMatch 000001FB595E0F90>,485
< cv2.DMatch 000001FB595E0FB0>,< cv2.DMatch 000001FB595E0FD0>,603
< cv2.DMatch 000001FB595E0FF0>,< cv2.DMatch 000001FB595E1010>,633
< cv2.DMatch 000001FB595E1030>,< cv2.DMatch 000001FB595E1050>,2030
< cv2.DMatch 000001FB595E1070>,< cv2.DMatch 000001FB595E1090>,792
< cv2.DMatch 000001FB595E10B0>,< cv2.DMatch 000001FB595E10D0>,1888
< cv2.DMatch 000001FB595E10F0>,< cv2.DMatch 000001FB595E1110>,44
< cv2.DMatch 000001FB595E1130>,< cv2.DMatch 000001FB595E1150>,739
< cv2.DMatch 000001FB595E1170>,< cv2.DMatch 000001FB595E1190>,1231
< cv2.DMatch 000001FB595E11B0>,< cv2.DMatch 000001FB595E11D0>,565
< cv2.DMatch 000001FB595E11F0>,< cv2.DMatch 000001FB595E1210>,2421
< cv2.DMatch 000001FB595E1230>,< cv2.DMatch 000001FB595E1250>,941
< cv2.DMatch 000001FB595E1270>,< cv2.DMatch 000001FB595E1290>,448
< cv2.DMatch 000001FB595E12B0>,< cv2.DMatch 000001FB595E12D0>,1795
< cv2.DMatch 000001FB595E12F0>,< cv2.DMatch 000001FB595E1310>,256
< cv2.DMatch 000001FB595E1330>,< cv2.DMatch 000001FB595E1350>,877
< cv2.DMatch 000001FB595E1370>,< cv2.DMatch 000001FB595E1390>,1243
< cv2.DMatch 000001FB595E13B0>,< cv2.DMatch 000001FB595E13D0>,608
< cv2.DMatch 000001FB595E13F0>,< cv2.DMatch 000001FB595E1410>,1063
< cv2.DMatch 000001FB595E1430>,< cv2.DMatch 000001FB595E1450>,1562
< cv2.DMatch 000001FB595E1470>,< cv2.DMatch 000001FB595E1490>,2395
< cv2.DMatch 000001FB595E14B0>,< cv2.DMatch 000001FB595E14D0>,1
< cv2.DMatch 000001FB595E14F0>,< cv2.DMatch 000001FB595E1510>,241
< cv2.DMatch 000001FB595E1530>,< cv2.DMatch 000001FB595E1550>,1195
< cv2.DMatch 000001FB595E1570>,< cv2.DMatch 000001FB595E1590>,367
< cv2.DMatch 000001FB595E15B0>,< cv2.DMatch 000001FB595E15D0>,671
< cv2.DMatch 000001FB595E15F0>,< cv2.DMatch 000001FB595E1610>,4
< cv2.DMatch 000001FB595E1630>,< cv2.DMatch 000001FB595E1650>,608
< cv2.DMatch 000001FB595E1670>,< cv2.DMatch 000001FB595E1690>,569
< cv2.DMatch 000001FB595E16B0>,< cv2.DMatch 000001FB595E16D0>,702
< cv2.DMatch 000001FB595E16F0>,< cv2.DMatch 000001FB595E1710>,1574
< cv2.DMatch 000001FB595E1730>,< cv2.DMatch 000001FB595E1750>,79
< cv2.DMatch 000001FB595E1770>,< cv2.DMatch 000001FB595E1790>,1100
< cv2.DMatch 000001FB595E17B0>,< cv2.DMatch 000001FB595E17D0>,1209
< cv2.DMatch 000001FB595E17F0>,< cv2.DMatch 000001FB595E1810>,1464
< cv2.DMatch 000001FB595E1830>,< cv2.DMatch 000001FB595E1850>,1859
< cv2.DMatch 000001FB595E1870>,< cv2.DMatch 000001FB595E1890>,781
< cv2.DMatch 000001FB595E18B0>,< cv2.DMatch 000001FB595E18D0>,1138
< cv2.DMatch 000001FB595E18F0>,< cv2.DMatch 000001FB595E1910>,970
< cv2.DMatch 000001FB595E1930>,< cv2.DMatch 000001FB595E1950>,2023
< cv2.DMatch 000001FB595E1970>,< cv2.DMatch 000001FB595E1990>,2613
< cv2.DMatch 000001FB595E19B0>,< cv2.DMatch 000001FB595E19D0>,2032
< cv2.DMatch 000001FB595E19F0>,< cv2.DMatch 000001FB595E1A10>,726
< cv2.DMatch 000001FB595E1A30>,< cv2.DMatch 000001FB595E1A50>,150
< cv2.DMatch 000001FB595E1A70>,< cv2.DMatch 000001FB595E1A90>,2143
< cv2.DMatch 000001FB595E1AB0>,< cv2.DMatch 000001FB595E1AD0>,154
< cv2.DMatch 000001FB595E1AF0>,< cv2.DMatch 000001FB595E1B10>,908
< cv2.DMatch 000001FB595E1B30>,< cv2.DMatch 000001FB595E1B50>,617
< cv2.DMatch 000001FB595E1B70>,< cv2.DMatch 000001FB595E1B90>,1175
< cv2.DMatch 000001FB595E1BB0>,< cv2.DMatch 000001FB595E1BD0>,868
< cv2.DMatch 000001FB595E1BF0>,< cv2.DMatch 000001FB595E1C10>,1430
< cv2.DMatch 000001FB595E1C30>,< cv2.DMatch 000001FB595E1C50>,192
< cv2.DMatch 000001FB595E1C70>,< cv2.DMatch 000001FB595E1C90>,951
< cv2.DMatch 000001FB595E1CB0>,< cv2.DMatch 000001FB595E1CD0>,16
< cv2.DMatch 000001FB595E1CF0>,< cv2.DMatch 000001FB595E1D10>,125
< cv2.DMatch 000001FB595E1D30>,< cv2.DMatch 000001FB595E1D50>,678
< cv2.DMatch 000001FB595E1D70>,< cv2.DMatch 000001FB595E1D90>,596
< cv2.DMatch 000001FB595E1DB0>,< cv2.DMatch 000001FB595E1DD0>,1967
< cv2.DMatch 000001FB595E1DF0>,< cv2.DMatch 000001FB595E1E10>,127
< cv2.DMatch 000001FB595E1E30>,< cv2.DMatch 000001FB595E1E50>,1115
< cv2.DMatch 000001FB595E1E70>,< cv2.DMatch 000001FB595E1E90>,391
< cv2.DMatch 000001FB595E1EB0>,< cv2.DMatch 000001FB595E1ED0>,123
< cv2.DMatch 000001FB595E1EF0>,< cv2.DMatch 000001FB595E1F10>,22
< cv2.DMatch 000001FB595E1F30>,< cv2.DMatch 000001FB595E1F50>,945
< cv2.DMatch 000001FB595E1F70>,< cv2.DMatch 000001FB595E1F90>,900
< cv2.DMatch 000001FB595E1FB0>,< cv2.DMatch 000001FB595E1FD0>,1
< cv2.DMatch 000001FB595E1FF0>,< cv2.DMatch 000001FB595E2010>,1064
< cv2.DMatch 000001FB595E2030>,< cv2.DMatch 000001FB595E2050>,3045
< cv2.DMatch 000001FB595E2070>,< cv2.DMatch 000001FB595E2090>,139
< cv2.DMatch 000001FB595E20B0>,< cv2.DMatch 000001FB595E20D0>,755
< cv2.DMatch 000001FB595E20F0>,< cv2.DMatch 000001FB595E2110>,1144
< cv2.DMatch 000001FB595E2130>,< cv2.DMatch 000001FB595E2150>,668
< cv2.DMatch 000001FB595E2170>,< cv2.DMatch 000001FB595E2190>,2124
< cv2.DMatch 000001FB595E21B0>,< cv2.DMatch 000001FB595E21D0>,33
< cv2.DMatch 000001FB595E21F0>,< cv2.DMatch 000001FB595E2210>,897
< cv2.DMatch 000001FB595E2230>,< cv2.DMatch 000001FB595E2250>,152
< cv2.DMatch 000001FB595E2270>,< cv2.DMatch 000001FB595E2290>,185
< cv2.DMatch 000001FB595E22B0>,< cv2.DMatch 000001FB595E22D0>,1337
< cv2.DMatch 000001FB595E22F0>,< cv2.DMatch 000001FB595E2310>,897
< cv2.DMatch 000001FB595E2330>,< cv2.DMatch 000001FB595E2350>,8
< cv2.DMatch 000001FB595E2370>,< cv2.DMatch 000001FB595E2390>,480
< cv2.DMatch 000001FB595E23B0>,< cv2.DMatch 000001FB595E23D0>,1703
< cv2.DMatch 000001FB595E23F0>,< cv2.DMatch 000001FB595E2410>,1715
< cv2.DMatch 000001FB595E2430>,< cv2.DMatch 000001FB595E2450>,1517
< cv2.DMatch 000001FB595E2470>,< cv2.DMatch 000001FB595E2490>,20
< cv2.DMatch 000001FB595E24B0>,< cv2.DMatch 000001FB595E24D0>,2617
< cv2.DMatch 000001FB595E24F0>,< cv2.DMatch 000001FB595E2510>,707
< cv2.DMatch 000001FB595E2530>,< cv2.DMatch 000001FB595E2550>,870
< cv2.DMatch 000001FB595E2570>,< cv2.DMatch 000001FB595E2590>,2152
< cv2.DMatch 000001FB595E25B0>,< cv2.DMatch 000001FB595E25D0>,279
< cv2.DMatch 000001FB595E25F0>,< cv2.DMatch 000001FB595E2610>,1365
< cv2.DMatch 000001FB595E2630>,< cv2.DMatch 000001FB595E2650>,1195
< cv2.DMatch 000001FB595E2670>,< cv2.DMatch 000001FB595E2690>,68
< cv2.DMatch 000001FB595E26B0>,< cv2.DMatch 000001FB595E26D0>,1668
< cv2.DMatch 000001FB595E26F0>,< cv2.DMatch 000001FB595E2710>,1008
< cv2.DMatch 000001FB595E2730>,< cv2.DMatch 000001FB595E2750>,202
< cv2.DMatch 000001FB595E2770>,< cv2.DMatch 000001FB595E2790>,605
< cv2.DMatch 000001FB595E27B0>,< cv2.DMatch 000001FB595E27D0>,346
< cv2.DMatch 000001FB595E27F0>,< cv2.DMatch 000001FB595E2810>,1490
< cv2.DMatch 000001FB595E2830>,< cv2.DMatch 000001FB595E2850>,1471
< cv2.DMatch 000001FB595E2870>,< cv2.DMatch 000001FB595E2890>,1672
< cv2.DMatch 000001FB595E28B0>,< cv2.DMatch 000001FB595E28D0>,1080
< cv2.DMatch 000001FB595E28F0>,< cv2.DMatch 000001FB595E2910>,2053
< cv2.DMatch 000001FB595E2930>,< cv2.DMatch 000001FB595E2950>,2074
< cv2.DMatch 000001FB595E2970>,< cv2.DMatch 000001FB595E2990>,1163
< cv2.DMatch 000001FB595E29B0>,< cv2.DMatch 000001FB595E29D0>,541
< cv2.DMatch 000001FB595E29F0>,< cv2.DMatch 000001FB595E2A10>,1271
< cv2.DMatch 000001FB595E2A30>,< cv2.DMatch 000001FB595E2A50>,1840
< cv2.DMatch 000001FB595E2A70>,< cv2.DMatch 000001FB595E2A90>,1664
< cv2.DMatch 000001FB595E2AB0>,< cv2.DMatch 000001FB595E2AD0>,6
< cv2.DMatch 000001FB595E2AF0>,< cv2.DMatch 000001FB595E2B10>,2552
< cv2.DMatch 000001FB595E2B30>,< cv2.DMatch 000001FB595E2B50>,483
< cv2.DMatch 000001FB595E2B70>,< cv2.DMatch 000001FB595E2B90>,624
< cv2.DMatch 000001FB595E2BB0>,< cv2.DMatch 000001FB595E2BD0>,1900
< cv2.DMatch 000001FB595E2BF0>,< cv2.DMatch 000001FB595E2C10>,255
< cv2.DMatch 000001FB595E2C30>,< cv2.DMatch 000001FB595E2C50>,377
< cv2.DMatch 000001FB595E2C70>,< cv2.DMatch 000001FB595E2C90>,58
< cv2.DMatch 000001FB595E2CB0>,< cv2.DMatch 000001FB595E2CD0>,263
< cv2.DMatch 000001FB595E2CF0>,< cv2.DMatch 000001FB595E2D10>,363
< cv2.DMatch 000001FB595E2D30>,< cv2.DMatch 000001FB595E2D50>,554
< cv2.DMatch 000001FB595E2D70>,< cv2.DMatch 000001FB595E2D90>,964
< cv2.DMatch 000001FB595E2DB0>,< cv2.DMatch 000001FB595E2DD0>,1685
< cv2.DMatch 000001FB595E2DF0>,< cv2.DMatch 000001FB595E2E10>,115
< cv2.DMatch 000001FB595E2E30>,< cv2.DMatch 000001FB595E2E50>,3045
< cv2.DMatch 000001FB595E2E70>,< cv2.DMatch 000001FB595E2E90>,135
< cv2.DMatch 000001FB595E2EB0>,< cv2.DMatch 000001FB595E2ED0>,1899
< cv2.DMatch 000001FB595E2EF0>,< cv2.DMatch 000001FB595E2F10>,387
< cv2.DMatch 000001FB595E2F30>,< cv2.DMatch 000001FB595E2F50>,1574
< cv2.DMatch 000001FB595E2F70>,< cv2.DMatch 000001FB595E2F90>,861
< cv2.DMatch 000001FB595E2FB0>,< cv2.DMatch 000001FB595E2FD0>,2251
< cv2.DMatch 000001FB595E2FF0>,< cv2.DMatch 000001FB595E3010>,339
< cv2.DMatch 000001FB595E3030>,< cv2.DMatch 000001FB595E3050>,1694
< cv2.DMatch 000001FB595E3070>,< cv2.DMatch 000001FB595E3090>,1504
< cv2.DMatch 000001FB595E30B0>,< cv2.DMatch 000001FB595E30D0>,291
< cv2.DMatch 000001FB595E30F0>,< cv2.DMatch 000001FB595E3110>,1816
< cv2.DMatch 000001FB595E3130>,< cv2.DMatch 000001FB595E3150>,1586
< cv2.DMatch 000001FB595E3170>,< cv2.DMatch 000001FB595E3190>,1932
< cv2.DMatch 000001FB595E31B0>,< cv2.DMatch 000001FB595E31D0>,808
< cv2.DMatch 000001FB595E31F0>,< cv2.DMatch 000001FB595E3210>,509
< cv2.DMatch 000001FB595E3230>,< cv2.DMatch 000001FB595E3250>,296
< cv2.DMatch 000001FB595E3270>,< cv2.DMatch 000001FB595E3290>,1842
< cv2.DMatch 000001FB595E32B0>,< cv2.DMatch 000001FB595E32D0>,2018
< cv2.DMatch 000001FB595E32F0>,< cv2.DMatch 000001FB595E3310>,12
< cv2.DMatch 000001FB595E3330>,< cv2.DMatch 000001FB595E3350>,194
< cv2.DMatch 000001FB595E3370>,< cv2.DMatch 000001FB595E3390>,1169
< cv2.DMatch 000001FB595E33B0>,< cv2.DMatch 000001FB595E33D0>,1212
< cv2.DMatch 000001FB595E33F0>,< cv2.DMatch 000001FB595E3410>,2733
< cv2.DMatch 000001FB595E3430>,< cv2.DMatch 000001FB595E3450>,751
< cv2.DMatch 000001FB595E3470>,< cv2.DMatch 000001FB595E3490>,1738
< cv2.DMatch 000001FB595E34B0>,< cv2.DMatch 000001FB595E34D0>,381
< cv2.DMatch 000001FB595E34F0>,< cv2.DMatch 000001FB595E3510>,2232
< cv2.DMatch 000001FB595E3530>,< cv2.DMatch 000001FB595E3550>,545
< cv2.DMatch 000001FB595E3570>,< cv2.DMatch 000001FB595E3590>,2226
< cv2.DMatch 000001FB595E35B0>,< cv2.DMatch 000001FB595E35D0>,23
< cv2.DMatch 000001FB595E35F0>,< cv2.DMatch 000001FB595E3610>,1382
< cv2.DMatch 000001FB595E3630>,< cv2.DMatch 000001FB595E3650>,334
< cv2.DMatch 000001FB595E3670>,< cv2.DMatch 000001FB595E3690>,1964
< cv2.DMatch 000001FB595E36B0>,< cv2.DMatch 000001FB595E36D0>,997
< cv2.DMatch 000001FB595E36F0>,< cv2.DMatch 000001FB595E3710>,2572
< cv2.DMatch 000001FB595E3730>,< cv2.DMatch 000001FB595E3750>,780
< cv2.DMatch 000001FB595E3770>,< cv2.DMatch 000001FB595E3790>,316
< cv2.DMatch 000001FB595E37B0>,< cv2.DMatch 000001FB595E37D0>,2826
< cv2.DMatch 000001FB595E37F0>,< cv2.DMatch 000001FB595E3810>,876
< cv2.DMatch 000001FB595E3830>,< cv2.DMatch 000001FB595E3850>,897
< cv2.DMatch 000001FB595E3870>,< cv2.DMatch 000001FB595E3890>,73
< cv2.DMatch 000001FB595E38B0>,< cv2.DMatch 000001FB595E38D0>,1032
< cv2.DMatch 000001FB595E38F0>,< cv2.DMatch 000001FB595E3910>,1268
< cv2.DMatch 000001FB595E3930>,< cv2.DMatch 000001FB595E3950>,108
< cv2.DMatch 000001FB595E3970>,< cv2.DMatch 000001FB595E3990>,1208
< cv2.DMatch 000001FB595E39B0>,< cv2.DMatch 000001FB595E39D0>,232
< cv2.DMatch 000001FB595E39F0>,< cv2.DMatch 000001FB595E3A10>,929
< cv2.DMatch 000001FB595E3A30>,< cv2.DMatch 000001FB595E3A50>,758
< cv2.DMatch 000001FB595E3A70>,< cv2.DMatch 000001FB595E3A90>,1278
< cv2.DMatch 000001FB595E3AB0>,< cv2.DMatch 000001FB595E3AD0>,543
< cv2.DMatch 000001FB595E3AF0>,< cv2.DMatch 000001FB595E3B10>,32
< cv2.DMatch 000001FB595E3B30>,< cv2.DMatch 000001FB595E3B50>,2654
< cv2.DMatch 000001FB595E3B70>,< cv2.DMatch 000001FB595E3B90>,1192
< cv2.DMatch 000001FB595E3BB0>,< cv2.DMatch 000001FB595E3BD0>,787
< cv2.DMatch 000001FB595E3BF0>,< cv2.DMatch 000001FB595E3C10>,2036
< cv2.DMatch 000001FB595E3C30>,< cv2.DMatch 000001FB595E3C50>,1002
< cv2.DMatch 000001FB595E3C70>,< cv2.DMatch 000001FB595E3C90>,1095
< cv2.DMatch 000001FB595E3CB0>,< cv2.DMatch 000001FB595E3CD0>,1965
< cv2.DMatch 000001FB595E3CF0>,< cv2.DMatch 000001FB595E3D10>,1722
< cv2.DMatch 000001FB595E3D30>,< cv2.DMatch 000001FB595E3D50>,1215
< cv2.DMatch 000001FB595E3D70>,< cv2.DMatch 000001FB595E3D90>,1036
< cv2.DMatch 000001FB595E3DB0>,< cv2.DMatch 000001FB595E3DD0>,1080
< cv2.DMatch 000001FB595E3DF0>,< cv2.DMatch 000001FB595E3E10>,625
< cv2.DMatch 000001FB595E3E30>,< cv2.DMatch 000001FB595E3E50>,902
< cv2.DMatch 000001FB595E3E70>,< cv2.DMatch 000001FB595E3E90>,863
< cv2.DMatch 000001FB595E3EB0>,< cv2.DMatch 000001FB595E3ED0>,1993
< cv2.DMatch 000001FB595E3EF0>,< cv2.DMatch 000001FB595E3F10>,728
< cv2.DMatch 000001FB595E3F30>,< cv2.DMatch 000001FB595E3F50>,1306
< cv2.DMatch 000001FB595E3F70>,< cv2.DMatch 000001FB595E3F90>,197
< cv2.DMatch 000001FB595E3FB0>,< cv2.DMatch 000001FB595E3FD0>,53
< cv2.DMatch 000001FB59648030>,< cv2.DMatch 000001FB59648050>,732
< cv2.DMatch 000001FB59648070>,< cv2.DMatch 000001FB59648090>,1530
< cv2.DMatch 000001FB596480B0>,< cv2.DMatch 000001FB596480D0>,2478
< cv2.DMatch 000001FB596480F0>,< cv2.DMatch 000001FB59648110>,166
< cv2.DMatch 000001FB59648130>,< cv2.DMatch 000001FB59648150>,1375
< cv2.DMatch 000001FB59648170>,< cv2.DMatch 000001FB59648190>,1681
< cv2.DMatch 000001FB596481B0>,< cv2.DMatch 000001FB596481D0>,1349
< cv2.DMatch 000001FB596481F0>,< cv2.DMatch 000001FB59648210>,1394
< cv2.DMatch 000001FB59648230>,< cv2.DMatch 000001FB59648250>,1274
< cv2.DMatch 000001FB59648270>,< cv2.DMatch 000001FB59648290>,944
< cv2.DMatch 000001FB596482B0>,< cv2.DMatch 000001FB596482D0>,1433
< cv2.DMatch 000001FB596482F0>,< cv2.DMatch 000001FB59648310>,305
< cv2.DMatch 000001FB59648330>,< cv2.DMatch 000001FB59648350>,406
< cv2.DMatch 000001FB59648370>,< cv2.DMatch 000001FB59648390>,1425
< cv2.DMatch 000001FB596483B0>,< cv2.DMatch 000001FB596483D0>,177
< cv2.DMatch 000001FB596483F0>,< cv2.DMatch 000001FB59648410>,10
< cv2.DMatch 000001FB59648430>,< cv2.DMatch 000001FB59648450>,1093
< cv2.DMatch 000001FB59648470>,< cv2.DMatch 000001FB59648490>,970
< cv2.DMatch 000001FB596484B0>,< cv2.DMatch 000001FB596484D0>,5
< cv2.DMatch 000001FB596484F0>,< cv2.DMatch 000001FB59648510>,519
< cv2.DMatch 000001FB59648530>,< cv2.DMatch 000001FB59648550>,627
< cv2.DMatch 000001FB59648570>,< cv2.DMatch 000001FB59648590>,1289
< cv2.DMatch 000001FB596485B0>,< cv2.DMatch 000001FB596485D0>,710
< cv2.DMatch 000001FB596485F0>,< cv2.DMatch 000001FB59648610>,987
< cv2.DMatch 000001FB59648630>,< cv2.DMatch 000001FB59648650>,1466
< cv2.DMatch 000001FB59648670>,< cv2.DMatch 000001FB59648690>,12
< cv2.DMatch 000001FB596486B0>,< cv2.DMatch 000001FB596486D0>,2370
< cv2.DMatch 000001FB596486F0>,< cv2.DMatch 000001FB59648710>,482
< cv2.DMatch 000001FB59648730>,< cv2.DMatch 000001FB59648750>,237
< cv2.DMatch 000001FB59648770>,< cv2.DMatch 000001FB59648790>,1492
< cv2.DMatch 000001FB596487B0>,< cv2.DMatch 000001FB596487D0>,400
< cv2.DMatch 000001FB596487F0>,< cv2.DMatch 000001FB59648810>,1998
< cv2.DMatch 000001FB59648830>,< cv2.DMatch 000001FB59648850>,2844
< cv2.DMatch 000001FB59648870>,< cv2.DMatch 000001FB59648890>,1938
< cv2.DMatch 000001FB596488B0>,< cv2.DMatch 000001FB596488D0>,1711
< cv2.DMatch 000001FB596488F0>,< cv2.DMatch 000001FB59648910>,735
< cv2.DMatch 000001FB59648930>,< cv2.DMatch 000001FB59648950>,1543
< cv2.DMatch 000001FB59648970>,< cv2.DMatch 000001FB59648990>,1517
< cv2.DMatch 000001FB596489B0>,< cv2.DMatch 000001FB596489D0>,710
< cv2.DMatch 000001FB596489F0>,< cv2.DMatch 000001FB59648A10>,1096
< cv2.DMatch 000001FB59648A30>,< cv2.DMatch 000001FB59648A50>,2998
< cv2.DMatch 000001FB59648A70>,< cv2.DMatch 000001FB59648A90>,2339
< cv2.DMatch 000001FB59648AB0>,< cv2.DMatch 000001FB59648AD0>,318
< cv2.DMatch 000001FB59648AF0>,< cv2.DMatch 000001FB59648B10>,72
< cv2.DMatch 000001FB59648B30>,< cv2.DMatch 000001FB59648B50>,15
< cv2.DMatch 000001FB59648B70>,< cv2.DMatch 000001FB59648B90>,653
< cv2.DMatch 000001FB59648BB0>,< cv2.DMatch 000001FB59648BD0>,1156
< cv2.DMatch 000001FB59648BF0>,< cv2.DMatch 000001FB59648C10>,810
< cv2.DMatch 000001FB59648C30>,< cv2.DMatch 000001FB59648C50>,313
< cv2.DMatch 000001FB59648C70>,< cv2.DMatch 000001FB59648C90>,197
< cv2.DMatch 000001FB59648CB0>,< cv2.DMatch 000001FB59648CD0>,485
< cv2.DMatch 000001FB59648CF0>,< cv2.DMatch 000001FB59648D10>,339
< cv2.DMatch 000001FB59648D30>,< cv2.DMatch 000001FB59648D50>,1845
< cv2.DMatch 000001FB59648D70>,< cv2.DMatch 000001FB59648D90>,752
< cv2.DMatch 000001FB59648DB0>,< cv2.DMatch 000001FB59648DD0>,288
< cv2.DMatch 000001FB59648DF0>,< cv2.DMatch 000001FB59648E10>,1054
< cv2.DMatch 000001FB59648E30>,< cv2.DMatch 000001FB59648E50>,215
< cv2.DMatch 000001FB59648E70>,< cv2.DMatch 000001FB59648E90>,1544
< cv2.DMatch 000001FB59648EB0>,< cv2.DMatch 000001FB59648ED0>,338
< cv2.DMatch 000001FB59648EF0>,< cv2.DMatch 000001FB59648F10>,460
< cv2.DMatch 000001FB59648F30>,< cv2.DMatch 000001FB59648F50>,769
< cv2.DMatch 000001FB59648F70>,< cv2.DMatch 000001FB59648F90>,1248
< cv2.DMatch 000001FB59648FB0>,< cv2.DMatch 000001FB59648FD0>,1965
< cv2.DMatch 000001FB59648FF0>,< cv2.DMatch 000001FB59649010>,1201
< cv2.DMatch 000001FB59649030>,< cv2.DMatch 000001FB59649050>,343
< cv2.DMatch 000001FB59649070>,< cv2.DMatch 000001FB59649090>,1846
< cv2.DMatch 000001FB596490B0>,< cv2.DMatch 000001FB596490D0>,457
< cv2.DMatch 000001FB596490F0>,< cv2.DMatch 000001FB59649110>,79
< cv2.DMatch 000001FB59649130>,< cv2.DMatch 000001FB59649150>,1298
< cv2.DMatch 000001FB59649170>,< cv2.DMatch 000001FB59649190>,3231
< cv2.DMatch 000001FB596491B0>,< cv2.DMatch 000001FB596491D0>,197
< cv2.DMatch 000001FB596491F0>,< cv2.DMatch 000001FB59649210>,522
< cv2.DMatch 000001FB59649230>,< cv2.DMatch 000001FB59649250>,1362
< cv2.DMatch 000001FB59649270>,< cv2.DMatch 000001FB59649290>,361
< cv2.DMatch 000001FB596492B0>,< cv2.DMatch 000001FB596492D0>,1092
< cv2.DMatch 000001FB596492F0>,< cv2.DMatch 000001FB59649310>,688
< cv2.DMatch 000001FB59649330>,< cv2.DMatch 000001FB59649350>,2783
< cv2.DMatch 000001FB59649370>,< cv2.DMatch 000001FB59649390>,132
< cv2.DMatch 000001FB596493B0>,< cv2.DMatch 000001FB596493D0>,1156
< cv2.DMatch 000001FB596493F0>,< cv2.DMatch 000001FB59649410>,62
< cv2.DMatch 000001FB59649430>,< cv2.DMatch 000001FB59649450>,603
< cv2.DMatch 000001FB59649470>,< cv2.DMatch 000001FB59649490>,173
< cv2.DMatch 000001FB596494B0>,< cv2.DMatch 000001FB596494D0>,846
< cv2.DMatch 000001FB596494F0>,< cv2.DMatch 000001FB59649510>,856
< cv2.DMatch 000001FB59649530>,< cv2.DMatch 000001FB59649550>,823
< cv2.DMatch 000001FB59649570>,< cv2.DMatch 000001FB59649590>,355
< cv2.DMatch 000001FB596495B0>,< cv2.DMatch 000001FB596495D0>,931
< cv2.DMatch 000001FB596495F0>,< cv2.DMatch 000001FB59649610>,192
< cv2.DMatch 000001FB59649630>,< cv2.DMatch 000001FB59649650>,989
< cv2.DMatch 000001FB59649670>,< cv2.DMatch 000001FB59649690>,697
< cv2.DMatch 000001FB596496B0>,< cv2.DMatch 000001FB596496D0>,71
< cv2.DMatch 000001FB596496F0>,< cv2.DMatch 000001FB59649710>,101
