A_index,B_index,erreur
< cv2.DMatch 000001FB5A64A970>,< cv2.DMatch 000001FB5A64A990>,1015
< cv2.DMatch 000001FB5A64A9B0>,< cv2.DMatch 000001FB5A64A9D0>,383
< cv2.DMatch 000001FB5A64A9F0>,< cv2.DMatch 000001FB5A64AA10>,727
< cv2.DMatch 000001FB5A64AA30>,< cv2.DMatch 000001FB5A64AA50>,1115
< cv2.DMatch 000001FB5A64AA70>,< cv2.DMatch 000001FB5A64AA90>,1308
< cv2.DMatch 000001FB5A64AAB0>,< cv2.DMatch 000001FB5A64AAD0>,3023
< cv2.DMatch 000001FB5A64AAF0>,< cv2.DMatch 000001FB5A64AB10>,145
< cv2.DMatch 000001FB5A64AB30>,< cv2.DMatch 000001FB5A64AB50>,2658
< cv2.DMatch 000001FB5A64AB70>,< cv2.DMatch 000001FB5A64AB90>,799
< cv2.DMatch 000001FB5A64ABB0>,< cv2.DMatch 000001FB5A64ABD0>,2
< cv2.DMatch 000001FB5A64ABF0>,< cv2.DMatch 000001FB5A64AC10>,2454
< cv2.DMatch 000001FB5A64AC30>,< cv2.DMatch 000001FB5A64AC50>,731
< cv2.DMatch 000001FB5A64AC70>,< cv2.DMatch 000001FB5A64AC90>,330
< cv2.DMatch 000001FB5A64ACB0>,< cv2.DMatch 000001FB5A64ACD0>,2063
< cv2.DMatch 000001FB5A64ACF0>,< cv2.DMatch 000001FB5A64AD10>,693
< cv2.DMatch 000001FB5A64AD30>,< cv2.DMatch 000001FB5A64AD50>,2154
< cv2.DMatch 000001FB5A64AD70>,< cv2.DMatch 000001FB5A64AD90>,492
< cv2.DMatch 000001FB5A64ADB0>,< cv2.DMatch 000001FB5A64ADD0>,1563
< cv2.DMatch 000001FB5A64ADF0>,< cv2.DMatch 000001FB5A64AE10>,330
< cv2.DMatch 000001FB5A64AE30>,< cv2.DMatch 000001FB5A64AE50>,2047
< cv2.DMatch 000001FB5A64AE70>,< cv2.DMatch 000001FB5A64AE90>,1290
< cv2.DMatch 000001FB5A64AEB0>,< cv2.DMatch 000001FB5A64AED0>,92
< cv2.DMatch 000001FB5A64AEF0>,< cv2.DMatch 000001FB5A64AF10>,1096
< cv2.DMatch 000001FB5A64AF30>,< cv2.DMatch 000001FB5A64AF50>,1283
< cv2.DMatch 000001FB5A64AF70>,< cv2.DMatch 000001FB5A64AF90>,1954
< cv2.DMatch 000001FB5A64AFB0>,< cv2.DMatch 000001FB5A64AFD0>,90
< cv2.DMatch 000001FB5A64AFF0>,< cv2.DMatch 000001FB5A64B010>,278
< cv2.DMatch 000001FB5A64B030>,< cv2.DMatch 000001FB5A64B050>,109
< cv2.DMatch 000001FB5A64B070>,< cv2.DMatch 000001FB5A64B090>,467
< cv2.DMatch 000001FB5A64B0B0>,< cv2.DMatch 000001FB5A64B0D0>,644
< cv2.DMatch 000001FB5A64B0F0>,< cv2.DMatch 000001FB5A64B110>,1496
< cv2.DMatch 000001FB5A64B130>,< cv2.DMatch 000001FB5A64B150>,160
< cv2.DMatch 000001FB5A64B170>,< cv2.DMatch 000001FB5A64B190>,610
< cv2.DMatch 000001FB5A64B1B0>,< cv2.DMatch 000001FB5A64B1D0>,318
< cv2.DMatch 000001FB5A64B1F0>,< cv2.DMatch 000001FB5A64B210>,846
< cv2.DMatch 000001FB5A64B230>,< cv2.DMatch 000001FB5A64B250>,1891
< cv2.DMatch 000001FB5A64B270>,< cv2.DMatch 000001FB5A64B290>,1081
< cv2.DMatch 000001FB5A64B2B0>,< cv2.DMatch 000001FB5A64B2D0>,125
< cv2.DMatch 000001FB5A64B2F0>,< cv2.DMatch 000001FB5A64B310>,14
< cv2.DMatch 000001FB5A64B330>,< cv2.DMatch 000001FB5A64B350>,1221
< cv2.DMatch 000001FB5A64B370>,< cv2.DMatch 000001FB5A64B390>,1832
< cv2.DMatch 000001FB5A64B3B0>,< cv2.DMatch 000001FB5A64B3D0>,2219
< cv2.DMatch 000001FB5A64B3F0>,< cv2.DMatch 000001FB5A64B410>,462
< cv2.DMatch 000001FB5A64B430>,< cv2.DMatch 000001FB5A64B450>,284
< cv2.DMatch 000001FB5A64B470>,< cv2.DMatch 000001FB5A64B490>,920
< cv2.DMatch 000001FB5A64B4B0>,< cv2.DMatch 000001FB5A64B4D0>,565
< cv2.DMatch 000001FB5A64B4F0>,< cv2.DMatch 000001FB5A64B510>,42
< cv2.DMatch 000001FB5A64B530>,< cv2.DMatch 000001FB5A64B550>,2434
< cv2.DMatch 000001FB5A64B570>,< cv2.DMatch 000001FB5A64B590>,1717
< cv2.DMatch 000001FB5A64B5B0>,< cv2.DMatch 000001FB5A64B5D0>,1084
< cv2.DMatch 000001FB5A64B5F0>,< cv2.DMatch 000001FB5A64B610>,926
< cv2.DMatch 000001FB5A64B630>,< cv2.DMatch 000001FB5A64B650>,40
< cv2.DMatch 000001FB5A64B670>,< cv2.DMatch 000001FB5A64B690>,421
< cv2.DMatch 000001FB5A64B6B0>,< cv2.DMatch 000001FB5A64B6D0>,1438
< cv2.DMatch 000001FB5A64B6F0>,< cv2.DMatch 000001FB5A64B710>,230
< cv2.DMatch 000001FB5A64B730>,< cv2.DMatch 000001FB5A64B750>,2358
< cv2.DMatch 000001FB5A64B770>,< cv2.DMatch 000001FB5A64B790>,1602
< cv2.DMatch 000001FB5A64B7B0>,< cv2.DMatch 000001FB5A64B7D0>,3054
< cv2.DMatch 000001FB5A64B7F0>,< cv2.DMatch 000001FB5A64B810>,1095
< cv2.DMatch 000001FB5A64B830>,< cv2.DMatch 000001FB5A64B850>,9
< cv2.DMatch 000001FB5A64B870>,< cv2.DMatch 000001FB5A64B890>,1129
< cv2.DMatch 000001FB5A64B8B0>,< cv2.DMatch 000001FB5A64B8D0>,397
< cv2.DMatch 000001FB5A64B8F0>,< cv2.DMatch 000001FB5A64B910>,2172
< cv2.DMatch 000001FB5A64B930>,< cv2.DMatch 000001FB5A64B950>,2159
< cv2.DMatch 000001FB5A64B970>,< cv2.DMatch 000001FB5A64B990>,186
< cv2.DMatch 000001FB5A64B9B0>,< cv2.DMatch 000001FB5A64B9D0>,1153
< cv2.DMatch 000001FB5A64B9F0>,< cv2.DMatch 000001FB5A64BA10>,1779
< cv2.DMatch 000001FB5A64BA30>,< cv2.DMatch 000001FB5A64BA50>,1572
< cv2.DMatch 000001FB5A64BA70>,< cv2.DMatch 000001FB5A64BA90>,1134
< cv2.DMatch 000001FB5A64BAB0>,< cv2.DMatch 000001FB5A64BAD0>,197
< cv2.DMatch 000001FB5A64BAF0>,< cv2.DMatch 000001FB5A64BB10>,474
< cv2.DMatch 000001FB5A64BB30>,< cv2.DMatch 000001FB5A64BB50>,1808
< cv2.DMatch 000001FB5A64BB70>,< cv2.DMatch 000001FB5A64BB90>,220
< cv2.DMatch 000001FB5A64BBB0>,< cv2.DMatch 000001FB5A64BBD0>,2037
< cv2.DMatch 000001FB5A64BBF0>,< cv2.DMatch 000001FB5A64BC10>,1317
< cv2.DMatch 000001FB5A64BC30>,< cv2.DMatch 000001FB5A64BC50>,1823
< cv2.DMatch 000001FB5A64BC70>,< cv2.DMatch 000001FB5A64BC90>,2338
< cv2.DMatch 000001FB5A64BCB0>,< cv2.DMatch 000001FB5A64BCD0>,150
< cv2.DMatch 000001FB5A64BCF0>,< cv2.DMatch 000001FB5A64BD10>,683
< cv2.DMatch 000001FB5A64BD30>,< cv2.DMatch 000001FB5A64BD50>,937
< cv2.DMatch 000001FB5A64BD70>,< cv2.DMatch 000001FB5A64BD90>,1153
< cv2.DMatch 000001FB5A64BDB0>,< cv2.DMatch 000001FB5A64BDD0>,1629
< cv2.DMatch 000001FB5A64BDF0>,< cv2.DMatch 000001FB5A64BE10>,1083
< cv2.DMatch 000001FB5A64BE30>,< cv2.DMatch 000001FB5A64BE50>,2459
< cv2.DMatch 000001FB5A64BE70>,< cv2.DMatch 000001FB5A64BE90>,193
< cv2.DMatch 000001FB5A64BEB0>,< cv2.DMatch 000001FB5A64BED0>,9
< cv2.DMatch 000001FB5A64BEF0>,< cv2.DMatch 000001FB5A64BF10>,199
< cv2.DMatch 000001FB5A64BF30>,< cv2.DMatch 000001FB5A64BF50>,1503
< cv2.DMatch 000001FB5A64BF70>,< cv2.DMatch 000001FB5A64BF90>,425
< cv2.DMatch 000001FB5A64BFB0>,< cv2.DMatch 000001FB5A64BFD0>,840
< cv2.DMatch 000001FB5A664030>,< cv2.DMatch 000001FB5A664050>,2080
< cv2.DMatch 000001FB5A664070>,< cv2.DMatch 000001FB5A664090>,751
< cv2.DMatch 000001FB5A6640B0>,< cv2.DMatch 000001FB5A6640D0>,1932
< cv2.DMatch 000001FB5A6640F0>,< cv2.DMatch 000001FB5A664110>,71
< cv2.DMatch 000001FB5A664130>,< cv2.DMatch 000001FB5A664150>,793
< cv2.DMatch 000001FB5A664170>,< cv2.DMatch 000001FB5A664190>,838
< cv2.DMatch 000001FB5A6641B0>,< cv2.DMatch 000001FB5A6641D0>,2192
< cv2.DMatch 000001FB5A6641F0>,< cv2.DMatch 000001FB5A664210>,1409
< cv2.DMatch 000001FB5A664230>,< cv2.DMatch 000001FB5A664250>,934
< cv2.DMatch 000001FB5A664270>,< cv2.DMatch 000001FB5A664290>,1845
< cv2.DMatch 000001FB5A6642B0>,< cv2.DMatch 000001FB5A6642D0>,1865
< cv2.DMatch 000001FB5A6642F0>,< cv2.DMatch 000001FB5A664310>,457
< cv2.DMatch 000001FB5A664330>,< cv2.DMatch 000001FB5A664350>,1735
< cv2.DMatch 000001FB5A664370>,< cv2.DMatch 000001FB5A664390>,1770
< cv2.DMatch 000001FB5A6643B0>,< cv2.DMatch 000001FB5A6643D0>,633
< cv2.DMatch 000001FB5A6643F0>,< cv2.DMatch 000001FB5A664410>,1881
< cv2.DMatch 000001FB5A664430>,< cv2.DMatch 000001FB5A664450>,1255
< cv2.DMatch 000001FB5A664470>,< cv2.DMatch 000001FB5A664490>,2733
< cv2.DMatch 000001FB5A6644B0>,< cv2.DMatch 000001FB5A6644D0>,980
< cv2.DMatch 000001FB5A6644F0>,< cv2.DMatch 000001FB5A664510>,2045
< cv2.DMatch 000001FB5A664530>,< cv2.DMatch 000001FB5A664550>,1348
< cv2.DMatch 000001FB5A664570>,< cv2.DMatch 000001FB5A664590>,1943
< cv2.DMatch 000001FB5A6645B0>,< cv2.DMatch 000001FB5A6645D0>,1210
< cv2.DMatch 000001FB5A6645F0>,< cv2.DMatch 000001FB5A664610>,1404
< cv2.DMatch 000001FB5A664630>,< cv2.DMatch 000001FB5A664650>,1544
< cv2.DMatch 000001FB5A664670>,< cv2.DMatch 000001FB5A664690>,713
< cv2.DMatch 000001FB5A6646B0>,< cv2.DMatch 000001FB5A6646D0>,2394
< cv2.DMatch 000001FB5A6646F0>,< cv2.DMatch 000001FB5A664710>,1
< cv2.DMatch 000001FB5A664730>,< cv2.DMatch 000001FB5A664750>,406
< cv2.DMatch 000001FB5A664770>,< cv2.DMatch 000001FB5A664790>,485
< cv2.DMatch 000001FB5A6647B0>,< cv2.DMatch 000001FB5A6647D0>,385
< cv2.DMatch 000001FB5A6647F0>,< cv2.DMatch 000001FB5A664810>,2881
< cv2.DMatch 000001FB5A664830>,< cv2.DMatch 000001FB5A664850>,46
< cv2.DMatch 000001FB5A664870>,< cv2.DMatch 000001FB5A664890>,570
< cv2.DMatch 000001FB5A6648B0>,< cv2.DMatch 000001FB5A6648D0>,1538
< cv2.DMatch 000001FB5A6648F0>,< cv2.DMatch 000001FB5A664910>,773
< cv2.DMatch 000001FB5A664930>,< cv2.DMatch 000001FB5A664950>,1365
< cv2.DMatch 000001FB5A664970>,< cv2.DMatch 000001FB5A664990>,2375
< cv2.DMatch 000001FB5A6649B0>,< cv2.DMatch 000001FB5A6649D0>,1725
< cv2.DMatch 000001FB5A6649F0>,< cv2.DMatch 000001FB5A664A10>,143
< cv2.DMatch 000001FB5A664A30>,< cv2.DMatch 000001FB5A664A50>,324
< cv2.DMatch 000001FB5A664A70>,< cv2.DMatch 000001FB5A664A90>,1142
< cv2.DMatch 000001FB5A664AB0>,< cv2.DMatch 000001FB5A664AD0>,1884
< cv2.DMatch 000001FB5A664AF0>,< cv2.DMatch 000001FB5A664B10>,14
< cv2.DMatch 000001FB5A664B30>,< cv2.DMatch 000001FB5A664B50>,1506
< cv2.DMatch 000001FB5A664B70>,< cv2.DMatch 000001FB5A664B90>,627
< cv2.DMatch 000001FB5A664BB0>,< cv2.DMatch 000001FB5A664BD0>,2961
< cv2.DMatch 000001FB5A664BF0>,< cv2.DMatch 000001FB5A664C10>,456
< cv2.DMatch 000001FB5A664C30>,< cv2.DMatch 000001FB5A664C50>,1436
< cv2.DMatch 000001FB5A664C70>,< cv2.DMatch 000001FB5A664C90>,2653
< cv2.DMatch 000001FB5A664CB0>,< cv2.DMatch 000001FB5A664CD0>,2094
< cv2.DMatch 000001FB5A664CF0>,< cv2.DMatch 000001FB5A664D10>,474
< cv2.DMatch 000001FB5A664D30>,< cv2.DMatch 000001FB5A664D50>,1113
< cv2.DMatch 000001FB5A664D70>,< cv2.DMatch 000001FB5A664D90>,142
< cv2.DMatch 000001FB5A664DB0>,< cv2.DMatch 000001FB5A664DD0>,1263
< cv2.DMatch 000001FB5A664DF0>,< cv2.DMatch 000001FB5A664E10>,648
< cv2.DMatch 000001FB5A664E30>,< cv2.DMatch 000001FB5A664E50>,954
< cv2.DMatch 000001FB5A664E70>,< cv2.DMatch 000001FB5A664E90>,1899
< cv2.DMatch 000001FB5A664EB0>,< cv2.DMatch 000001FB5A664ED0>,179
< cv2.DMatch 000001FB5A664EF0>,< cv2.DMatch 000001FB5A664F10>,384
< cv2.DMatch 000001FB5A664F30>,< cv2.DMatch 000001FB5A664F50>,533
< cv2.DMatch 000001FB5A664F70>,< cv2.DMatch 000001FB5A664F90>,1228
< cv2.DMatch 000001FB5A664FB0>,< cv2.DMatch 000001FB5A664FD0>,715
< cv2.DMatch 000001FB5A664FF0>,< cv2.DMatch 000001FB5A665010>,2613
< cv2.DMatch 000001FB5A665030>,< cv2.DMatch 000001FB5A665050>,1219
< cv2.DMatch 000001FB5A665070>,< cv2.DMatch 000001FB5A665090>,2652
< cv2.DMatch 000001FB5A6650B0>,< cv2.DMatch 000001FB5A6650D0>,2780
< cv2.DMatch 000001FB5A6650F0>,< cv2.DMatch 000001FB5A665110>,710
< cv2.DMatch 000001FB5A665130>,< cv2.DMatch 000001FB5A665150>,584
< cv2.DMatch 000001FB5A665170>,< cv2.DMatch 000001FB5A665190>,963
< cv2.DMatch 000001FB5A6651B0>,< cv2.DMatch 000001FB5A6651D0>,1222
< cv2.DMatch 000001FB5A6651F0>,< cv2.DMatch 000001FB5A665210>,1360
< cv2.DMatch 000001FB5A665230>,< cv2.DMatch 000001FB5A665250>,280
< cv2.DMatch 000001FB5A665270>,< cv2.DMatch 000001FB5A665290>,1891
< cv2.DMatch 000001FB5A6652B0>,< cv2.DMatch 000001FB5A6652D0>,71
< cv2.DMatch 000001FB5A6652F0>,< cv2.DMatch 000001FB5A665310>,788
< cv2.DMatch 000001FB5A665330>,< cv2.DMatch 000001FB5A665350>,1282
< cv2.DMatch 000001FB5A665370>,< cv2.DMatch 000001FB5A665390>,183
< cv2.DMatch 000001FB5A6653B0>,< cv2.DMatch 000001FB5A6653D0>,767
< cv2.DMatch 000001FB5A6653F0>,< cv2.DMatch 000001FB5A665410>,572
< cv2.DMatch 000001FB5A665430>,< cv2.DMatch 000001FB5A665450>,674
< cv2.DMatch 000001FB5A665470>,< cv2.DMatch 000001FB5A665490>,918
< cv2.DMatch 000001FB5A6654B0>,< cv2.DMatch 000001FB5A6654D0>,2265
< cv2.DMatch 000001FB5A6654F0>,< cv2.DMatch 000001FB5A665510>,1098
< cv2.DMatch 000001FB5A665530>,< cv2.DMatch 000001FB5A665550>,2421
< cv2.DMatch 000001FB5A665570>,< cv2.DMatch 000001FB5A665590>,587
< cv2.DMatch 000001FB5A6655B0>,< cv2.DMatch 000001FB5A6655D0>,2125
< cv2.DMatch 000001FB5A6655F0>,< cv2.DMatch 000001FB5A665610>,64
< cv2.DMatch 000001FB5A665630>,< cv2.DMatch 000001FB5A665650>,605
< cv2.DMatch 000001FB5A665670>,< cv2.DMatch 000001FB5A665690>,1458
< cv2.DMatch 000001FB5A6656B0>,< cv2.DMatch 000001FB5A6656D0>,892
< cv2.DMatch 000001FB5A6656F0>,< cv2.DMatch 000001FB5A665710>,85
< cv2.DMatch 000001FB5A665730>,< cv2.DMatch 000001FB5A665750>,188
< cv2.DMatch 000001FB5A665770>,< cv2.DMatch 000001FB5A665790>,1784
< cv2.DMatch 000001FB5A6657B0>,< cv2.DMatch 000001FB5A6657D0>,2363
< cv2.DMatch 000001FB5A6657F0>,< cv2.DMatch 000001FB5A665810>,2194
< cv2.DMatch 000001FB5A665830>,< cv2.DMatch 000001FB5A665850>,1101
< cv2.DMatch 000001FB5A665870>,< cv2.DMatch 000001FB5A665890>,793
< cv2.DMatch 000001FB5A6658B0>,< cv2.DMatch 000001FB5A6658D0>,1125
< cv2.DMatch 000001FB5A6658F0>,< cv2.DMatch 000001FB5A665910>,746
< cv2.DMatch 000001FB5A665930>,< cv2.DMatch 000001FB5A665950>,736
< cv2.DMatch 000001FB5A665970>,< cv2.DMatch 000001FB5A665990>,167
< cv2.DMatch 000001FB5A6659B0>,< cv2.DMatch 000001FB5A6659D0>,37
< cv2.DMatch 000001FB5A6659F0>,< cv2.DMatch 000001FB5A665A10>,192
< cv2.DMatch 000001FB5A665A30>,< cv2.DMatch 000001FB5A665A50>,2388
< cv2.DMatch 000001FB5A665A70>,< cv2.DMatch 000001FB5A665A90>,2757
< cv2.DMatch 000001FB5A665AB0>,< cv2.DMatch 000001FB5A665AD0>,1527
< cv2.DMatch 000001FB5A665AF0>,< cv2.DMatch 000001FB5A665B10>,1234
< cv2.DMatch 000001FB5A665B30>,< cv2.DMatch 000001FB5A665B50>,645
< cv2.DMatch 000001FB5A665B70>,< cv2.DMatch 000001FB5A665B90>,869
< cv2.DMatch 000001FB5A665BB0>,< cv2.DMatch 000001FB5A665BD0>,647
< cv2.DMatch 000001FB5A665BF0>,< cv2.DMatch 000001FB5A665C10>,686
< cv2.DMatch 000001FB5A665C30>,< cv2.DMatch 000001FB5A665C50>,1712
< cv2.DMatch 000001FB5A665C70>,< cv2.DMatch 000001FB5A665C90>,1232
< cv2.DMatch 000001FB5A665CB0>,< cv2.DMatch 000001FB5A665CD0>,286
< cv2.DMatch 000001FB5A665CF0>,< cv2.DMatch 000001FB5A665D10>,415
< cv2.DMatch 000001FB5A665D30>,< cv2.DMatch 000001FB5A665D50>,1946
< cv2.DMatch 000001FB5A665D70>,< cv2.DMatch 000001FB5A665D90>,1745
< cv2.DMatch 000001FB5A665DB0>,< cv2.DMatch 000001FB5A665DD0>,399
< cv2.DMatch 000001FB5A665DF0>,< cv2.DMatch 000001FB5A665E10>,218
< cv2.DMatch 000001FB5A665E30>,< cv2.DMatch 000001FB5A665E50>,2904
< cv2.DMatch 000001FB5A665E70>,< cv2.DMatch 000001FB5A665E90>,576
< cv2.DMatch 000001FB5A665EB0>,< cv2.DMatch 000001FB5A665ED0>,820
< cv2.DMatch 000001FB5A665EF0>,< cv2.DMatch 000001FB5A665F10>,897
< cv2.DMatch 000001FB5A665F30>,< cv2.DMatch 000001FB5A665F50>,2630
< cv2.DMatch 000001FB5A665F70>,< cv2.DMatch 000001FB5A665F90>,973
< cv2.DMatch 000001FB5A665FB0>,< cv2.DMatch 000001FB5A665FD0>,1545
< cv2.DMatch 000001FB5A665FF0>,< cv2.DMatch 000001FB5A666010>,2021
< cv2.DMatch 000001FB5A666030>,< cv2.DMatch 000001FB5A666050>,764
< cv2.DMatch 000001FB5A666070>,< cv2.DMatch 000001FB5A666090>,2093
< cv2.DMatch 000001FB5A6660B0>,< cv2.DMatch 000001FB5A6660D0>,139
< cv2.DMatch 000001FB5A6660F0>,< cv2.DMatch 000001FB5A666110>,1016
< cv2.DMatch 000001FB5A666130>,< cv2.DMatch 000001FB5A666150>,1108
< cv2.DMatch 000001FB5A666170>,< cv2.DMatch 000001FB5A666190>,2368
< cv2.DMatch 000001FB5A6661B0>,< cv2.DMatch 000001FB5A6661D0>,784
< cv2.DMatch 000001FB5A6661F0>,< cv2.DMatch 000001FB5A666210>,34
< cv2.DMatch 000001FB5A666230>,< cv2.DMatch 000001FB5A666250>,464
< cv2.DMatch 000001FB5A666270>,< cv2.DMatch 000001FB5A666290>,2147
< cv2.DMatch 000001FB5A6662B0>,< cv2.DMatch 000001FB5A6662D0>,643
< cv2.DMatch 000001FB5A6662F0>,< cv2.DMatch 000001FB5A666310>,434
< cv2.DMatch 000001FB5A666330>,< cv2.DMatch 000001FB5A666350>,2935
< cv2.DMatch 000001FB5A666370>,< cv2.DMatch 000001FB5A666390>,1379
< cv2.DMatch 000001FB5A6663B0>,< cv2.DMatch 000001FB5A6663D0>,2482
< cv2.DMatch 000001FB5A6663F0>,< cv2.DMatch 000001FB5A666410>,442
< cv2.DMatch 000001FB5A666430>,< cv2.DMatch 000001FB5A666450>,934
< cv2.DMatch 000001FB5A666470>,< cv2.DMatch 000001FB5A666490>,1143
< cv2.DMatch 000001FB5A6664B0>,< cv2.DMatch 000001FB5A6664D0>,1059
< cv2.DMatch 000001FB5A6664F0>,< cv2.DMatch 000001FB5A666510>,1717
< cv2.DMatch 000001FB5A666530>,< cv2.DMatch 000001FB5A666550>,1445
< cv2.DMatch 000001FB5A666570>,< cv2.DMatch 000001FB5A666590>,1158
< cv2.DMatch 000001FB5A6665B0>,< cv2.DMatch 000001FB5A6665D0>,55
< cv2.DMatch 000001FB5A6665F0>,< cv2.DMatch 000001FB5A666610>,85
< cv2.DMatch 000001FB5A666630>,< cv2.DMatch 000001FB5A666650>,972
< cv2.DMatch 000001FB5A666670>,< cv2.DMatch 000001FB5A666690>,1423
< cv2.DMatch 000001FB5A6666B0>,< cv2.DMatch 000001FB5A6666D0>,929
< cv2.DMatch 000001FB5A6666F0>,< cv2.DMatch 000001FB5A666710>,2080
< cv2.DMatch 000001FB5A666730>,< cv2.DMatch 000001FB5A666750>,208
< cv2.DMatch 000001FB5A666770>,< cv2.DMatch 000001FB5A666790>,1828
< cv2.DMatch 000001FB5A6667B0>,< cv2.DMatch 000001FB5A6667D0>,738
< cv2.DMatch 000001FB5A6667F0>,< cv2.DMatch 000001FB5A666810>,1603
< cv2.DMatch 000001FB5A666830>,< cv2.DMatch 000001FB5A666850>,1492
< cv2.DMatch 000001FB5A666870>,< cv2.DMatch 000001FB5A666890>,2600
< cv2.DMatch 000001FB5A6668B0>,< cv2.DMatch 000001FB5A6668D0>,189
< cv2.DMatch 000001FB5A6668F0>,< cv2.DMatch 000001FB5A666910>,1274
< cv2.DMatch 000001FB5A666930>,< cv2.DMatch 000001FB5A666950>,401
< cv2.DMatch 000001FB5A666970>,< cv2.DMatch 000001FB5A666990>,1012
< cv2.DMatch 000001FB5A6669B0>,< cv2.DMatch 000001FB5A6669D0>,589
< cv2.DMatch 000001FB5A6669F0>,< cv2.DMatch 000001FB5A666A10>,2387
< cv2.DMatch 000001FB5A666A30>,< cv2.DMatch 000001FB5A666A50>,2593
< cv2.DMatch 000001FB5A666A70>,< cv2.DMatch 000001FB5A666A90>,914
< cv2.DMatch 000001FB5A666AB0>,< cv2.DMatch 000001FB5A666AD0>,916
< cv2.DMatch 000001FB5A666AF0>,< cv2.DMatch 000001FB5A666B10>,1672
< cv2.DMatch 000001FB5A666B30>,< cv2.DMatch 000001FB5A666B50>,1952
< cv2.DMatch 000001FB5A666B70>,< cv2.DMatch 000001FB5A666B90>,1125
< cv2.DMatch 000001FB5A666BB0>,< cv2.DMatch 000001FB5A666BD0>,95
< cv2.DMatch 000001FB5A666BF0>,< cv2.DMatch 000001FB5A666C10>,1179
< cv2.DMatch 000001FB5A666C30>,< cv2.DMatch 000001FB5A666C50>,2104
< cv2.DMatch 000001FB5A666C70>,< cv2.DMatch 000001FB5A666C90>,2627
< cv2.DMatch 000001FB5A666CB0>,< cv2.DMatch 000001FB5A666CD0>,1079
< cv2.DMatch 000001FB5A666CF0>,< cv2.DMatch 000001FB5A666D10>,79
< cv2.DMatch 000001FB5A666D30>,< cv2.DMatch 000001FB5A666D50>,62
< cv2.DMatch 000001FB5A666D70>,< cv2.DMatch 000001FB5A666D90>,845
< cv2.DMatch 000001FB5A666DB0>,< cv2.DMatch 000001FB5A666DD0>,403
< cv2.DMatch 000001FB5A666DF0>,< cv2.DMatch 000001FB5A666E10>,352
< cv2.DMatch 000001FB5A666E30>,< cv2.DMatch 000001FB5A666E50>,1081
< cv2.DMatch 000001FB5A666E70>,< cv2.DMatch 000001FB5A666E90>,104
< cv2.DMatch 000001FB5A666EB0>,< cv2.DMatch 000001FB5A666ED0>,868
< cv2.DMatch 000001FB5A666EF0>,< cv2.DMatch 000001FB5A666F10>,496
< cv2.DMatch 000001FB5A666F30>,< cv2.DMatch 000001FB5A666F50>,14
< cv2.DMatch 000001FB5A666F70>,< cv2.DMatch 000001FB5A666F90>,582
< cv2.DMatch 000001FB5A666FB0>,< cv2.DMatch 000001FB5A666FD0>,26
< cv2.DMatch 000001FB5A666FF0>,< cv2.DMatch 000001FB5A667010>,1141
< cv2.DMatch 000001FB5A667030>,< cv2.DMatch 000001FB5A667050>,71
< cv2.DMatch 000001FB5A667070>,< cv2.DMatch 000001FB5A667090>,2719
< cv2.DMatch 000001FB5A6670B0>,< cv2.DMatch 000001FB5A6670D0>,725
< cv2.DMatch 000001FB5A6670F0>,< cv2.DMatch 000001FB5A667110>,1210
< cv2.DMatch 000001FB5A667130>,< cv2.DMatch 000001FB5A667150>,866
< cv2.DMatch 000001FB5A667170>,< cv2.DMatch 000001FB5A667190>,2047
< cv2.DMatch 000001FB5A6671B0>,< cv2.DMatch 000001FB5A6671D0>,13
< cv2.DMatch 000001FB5A6671F0>,< cv2.DMatch 000001FB5A667210>,70
< cv2.DMatch 000001FB5A667230>,< cv2.DMatch 000001FB5A667250>,1184
< cv2.DMatch 000001FB5A667270>,< cv2.DMatch 000001FB5A667290>,2567
< cv2.DMatch 000001FB5A6672B0>,< cv2.DMatch 000001FB5A6672D0>,920
< cv2.DMatch 000001FB5A6672F0>,< cv2.DMatch 000001FB5A667310>,2699
< cv2.DMatch 000001FB5A667330>,< cv2.DMatch 000001FB5A667350>,21
< cv2.DMatch 000001FB5A667370>,< cv2.DMatch 000001FB5A667390>,368
< cv2.DMatch 000001FB5A6673B0>,< cv2.DMatch 000001FB5A6673D0>,1310
< cv2.DMatch 000001FB5A6673F0>,< cv2.DMatch 000001FB5A667410>,2729
< cv2.DMatch 000001FB5A667430>,< cv2.DMatch 000001FB5A667450>,3
< cv2.DMatch 000001FB5A667470>,< cv2.DMatch 000001FB5A667490>,1265
< cv2.DMatch 000001FB5A6674B0>,< cv2.DMatch 000001FB5A6674D0>,505
< cv2.DMatch 000001FB5A6674F0>,< cv2.DMatch 000001FB5A667510>,609
< cv2.DMatch 000001FB5A667530>,< cv2.DMatch 000001FB5A667550>,63
< cv2.DMatch 000001FB5A667570>,< cv2.DMatch 000001FB5A667590>,525
< cv2.DMatch 000001FB5A6675B0>,< cv2.DMatch 000001FB5A6675D0>,480
< cv2.DMatch 000001FB5A6675F0>,< cv2.DMatch 000001FB5A667610>,1196
< cv2.DMatch 000001FB5A667630>,< cv2.DMatch 000001FB5A667650>,785
< cv2.DMatch 000001FB5A667670>,< cv2.DMatch 000001FB5A667690>,1464
< cv2.DMatch 000001FB5A6676B0>,< cv2.DMatch 000001FB5A6676D0>,13
< cv2.DMatch 000001FB5A6676F0>,< cv2.DMatch 000001FB5A667710>,1153
